Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1781760427,70,,Aggregated,4.000000,0.000000,250,250,250,250,260,270,290,310,620,620,620,553,0,250,251.3479225370568,238.06212499948742,615.2739999997721,126.67811934900543
1781760447,75,,Aggregated,4.000000,0.000000,250,250,250,250,260,270,290,310,620,620,620,631,0,250,251.2678311505405,237.64433299947996,615.2739999997721,126.49128367670365
1781760468,80,,Aggregated,3.900000,0.000000,250,250,250,250,260,270,300,310,620,620,620,714,0,250,251.309132708675,237.29099999945902,615.2739999997721,126.44257703081233
1781760489,85,,Aggregated,4.000000,0.000000,250,250,250,250,260,270,300,310,620,620,620,801,0,250,251.1984812759049,237.29099999945902,615.2739999997721,126.57178526841449
1781760513,90,,Aggregated,4.000000,0.000000,250,250,250,260,260,270,300,310,620,620,620,893,0,250,251.2159236203677,237.29099999945902,615.2739999997721,126.54871220604703
1781760537,95,,Aggregated,3.900000,0.000000,250,250,250,260,260,270,300,310,620,620,620,990,0,250,251.3609774838317,237.29099999945902,615.2739999997721,126.58383838383838
1781760563,100,,Aggregated,4.000000,0.000000,250,250,250,260,260,270,300,310,340,620,620,1093,0,250,251.39156365782495,236.87287500069942,615.2739999997721,126.47483989021043
1781760589,100,,Aggregated,4.000000,0.000000,250,250,250,260,260,270,300,310,340,620,620,1195,0,250,251.45518963766176,236.22391699973377,615.2739999997721,126.50041841004185
1781760615,100,,Aggregated,3.900000,0.000000,250,250,250,260,260,280,300,310,340,620,620,1297,0,250,251.44705357672052,236.22391699973377,615.2739999997721,126.42328450269854
1781760640,100,,Aggregated,4.000000,0.000000,250,250,250,260,260,280,300,310,340,620,620,1399,0,250,251.66289586990555,236.22391699973377,615.2739999997721,126.30450321658327
1781760667,100,,Aggregated,3.900000,0.000000,250,250,250,260,260,280,300,310,340,620,620,1502,0,250,251.80291424700695,236.22391699973377,615.2739999997721,126.29494007989348
1781760693,100,,Aggregated,4.000000,0.000000,250,250,250,260,260,280,300,310,340,620,620,1604,0,250,251.90083439151968,236.22391699973377,615.2739999997721,126.2849127182045
1781760718,100,,Aggregated,3.900000,0.000000,250,250,250,260,260,280,300,300,340,620,620,1706,0,250,251.93915427901172,236.22391699973377,615.2739999997721,126.25146541617819
1781760744,100,,Aggregated,4.000000,0.000000,250,250,250,260,260,280,290,300,340,620,620,1809,0,250,252.01524599115058,236.22391699973377,615.2739999997721,126.20563847429518
1781760770,100,,Aggregated,4.000000,0.000000,250,250,250,260,260,280,290,300,340,620,620,1911,0,250,252.11800767398645,236.22391699973377,615.2739999997721,126.1789638932496
1781760796,100,,Aggregated,3.900000,0.000000,250,250,250,260,260,280,300,310,330,620,620,2013,0,250,252.19544434078236,236.22391699973377,615.2739999997721,126.1833084947839
1781760822,100,,Aggregated,3.900000,0.000000,250,250,250,260,260,280,300,310,330,620,620,2115,0,250,252.16173262411,236.22391699973377,615.2739999997721,126.19385342789599
1781760848,100,,Aggregated,4.000000,0.000000,250,250,250,260,260,280,300,310,370,620,620,2218,0,250,252.23129957574503,236.22391699973377,615.2739999997721,126.12263300270514
1781760874,100,,Aggregated,4.000000,0.000000,250,250,250,260,260,280,300,310,370,620,620,2321,0,250,252.25985591942936,236.22391699973377,615.2739999997721,126.08358466178372
1781760900,100,,Aggregated,4.000000,0.000000,250,250,250,260,260,280,290,310,370,620,620,2424,0,250,252.34737037706344,236.22391699973377,615.2739999997721,126.09777227722772
1781760927,100,,Aggregated,3.900000,0.000000,250,250,250,260,260,280,290,310,370,620,620,2527,0,250,252.33792233795197,236.22391699973377,615.2739999997721,126.12702809655718
1781760948,100,,Aggregated,3.900000,0.000000,250,250,250,260,260,280,290,310,400,620,620,2612,0,250,252.3883017967106,236.22391699973377,615.2739999997721,126.14509954058192
1781760956,100,,Aggregated,4.000000,0.000000,250,250,250,260,260,280,290,310,400,620,620,2642,0,250,252.35728975889776,236.22391699973377,615.2739999997721,126.13058289174867
