Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
gRPC,Classify/fp32,2642,0,250,252.35728975889776,236.22391699973377,615.2739999997721,126.13058289174867,3.9559521313360246,0.0,250,250,250,260,260,280,290,310,400,620,620
,Aggregated,2642,0,250,252.35728975889776,236.22391699973377,615.2739999997721,126.13058289174867,3.9559521313360246,0.0,250,250,250,260,260,280,290,310,400,620,620
